Zeit CPU(%) MEM(KB)
16:47:11 0.0 0.0
16:47:13 0.0 0.0
16:47:15 0.0 0.0
16:47:17 0.0 0.0
16:47:19 0.0 0.0
16:47:21 0.0 0.0
16:47:23 0.0 0.0
16:47:25 0.0 0.0
16:47:27 0.0 0.0
16:47:29 0.0 0.0
16:47:31 0.0 0.0
16:47:33 0.0 0.0
16:47:35 0.0 0.0
16:47:37 0.0 0.0
16:47:39 0.0 0.0
16:47:41 0.0 0.0
16:47:43 0.0 0.0
16:47:45 0.0 0.0
16:47:47 0.0 0.0
16:47:49 0.0 0.0
16:47:51 0.0 0.0
16:47:53 0.0 0.0
16:47:55 0.0 0.0
